id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:dewlap
1703770,2681fb08-47b8-43b5-88c4-dc35cef788da,2015-06-28 5:45:09 PM EDT,2015-06-28,2015-06-28 21:45:09 +0000,Eastern Time (US & Canada),18446,royaltyler,Royal Tyler,2015-06-28 23:26:56 +0000,2019-01-29 16:32:52 +0000,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/1703770,https://inaturalist-open-data.s3.amazonaws.com/photos/2062967/medium.jpg,,"","",3,0,false,,"Broward County, US-FL, US",26.04925392,-80.16130225,14,,,,14,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
1786497,de54290a-881a-4285-be12-48cea4def3ef,2015-07-14 19:02:44,2015-07-14,2015-07-15 02:02:44 +0000,Pacific Time (US & Canada),10285,finatic,BJ Stacey,2015-07-21 15:39:12 +0000,2017-12-04 14:39:13 +0000,research,CC-BY-NC,http://www.inaturalist.org/observations/1786497,https://static.inaturalist.org/photos/2162948/medium.jpg,,"","Broward County, Florida, US",2,0,false,,West Lake Park,26.030728,-80.131198,67,,,,67,,open,false,,manual,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
1786504,3b897411-959d-4ee8-b7e2-92836d6d83f5,2015-07-14 19:15:54,2015-07-14,2015-07-15 02:15:54 +0000,Pacific Time (US & Canada),10285,finatic,BJ Stacey,2015-07-21 15:39:15 +0000,2019-01-27 21:41:15 +0000,research,CC-BY-NC,http://www.inaturalist.org/observations/1786504,https://static.inaturalist.org/photos/2162955/medium.jpg,,"","Broward County, Florida, US",3,0,false,,West Lake Park,26.030728,-80.131198,67,,,,67,,open,false,,manual,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
2635232,65c474d4-c582-4eb4-ba7a-abada593bf8e,Sat Sep 19 2015 16:05:28 GMT-0700 (PDT),2015-09-19,2015-09-19 23:05:28 +0000,Pacific Time (US & Canada),34641,steviekgold,Stevie Kennedy-Gold,2016-02-01 03:27:50 +0000,2018-12-19 13:24:33 +0000,research,CC-BY-NC,http://www.inaturalist.org/observations/2635232,https://inaturalist-open-data.s3.amazonaws.com/photos/2954323/medium.jpg,,"",,3,0,false,3,"Fort Lauderdale Research and Education Center, Davie, FL, US",26.0837138333,-80.2415,,,,,,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
2635283,8c50a504-8a4a-4368-8424-c649d8e57035,Sat Sep 26 2015 17:58:13 GMT-0700 (PDT),2015-09-26,2015-09-27 00:58:13 +0000,Pacific Time (US & Canada),34641,steviekgold,Stevie Kennedy-Gold,2016-02-01 03:40:08 +0000,2018-12-19 00:47:53 +0000,research,CC-BY-NC,http://www.inaturalist.org/observations/2635283,https://inaturalist-open-data.s3.amazonaws.com/photos/2954404/medium.jpg,,"",,3,0,false,3,"Fort Lauderdale Research and Education Center, Davie, FL, US",26.083825,-80.2414633333,,,,,,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
2778906,2593cf1e-61ee-4968-b890-fa24effde970,"April 8, 2007",2007-04-08,,Eastern Time (US & Canada),6075,fm5050,fm5050,2016-03-13 23:44:03 +0000,2018-12-14 15:15:26 +0000,research,CC-BY-NC,http://www.inaturalist.org/observations/2778906,https://static.inaturalist.org/photos/3149002/medium.JPG,,"","",3,0,false,,"Evergreen Cemetery, Ft. Lauderdale, FL",26.106504,-80.132046,145,,,,145,,open,false,,manual,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
3007911,0477fe2b-697f-4559-8031-280c56d4d164,2016-04-09,2016-04-09,,Central Time (US & Canada),9531,kucycads,Kenneth Bader,2016-04-23 01:16:31 +0000,2018-12-07 14:34:59 +0000,research,CC-BY-NC,http://www.inaturalist.org/observations/3007911,https://inaturalist-open-data.s3.amazonaws.com/photos/3460024/medium.JPG,,"","",3,0,false,,"Ft Lauderdale, FL",26.202179,-80.17965,59,,,,59,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
3824125,a29637a4-03d5-44b7-8622-825c4efe60d3,Sun Aug 07 2016 13:26:30 GMT-0400 (EDT),2016-08-07,2016-08-07 17:26:30 +0000,Eastern Time (US & Canada),292206,lisa96,Lisa Sidle Keffer,2016-08-07 17:26:44 +0000,2025-06-24 14:36:00 +0000,research,,http://www.inaturalist.org/observations/3824125,https://static.inaturalist.org/photos/4471866/medium.jpg,,"",,2,0,false,3,"1892 Aspen Ln, Weston, FL, US",26.1263614241,-80.4243330193,10,,,,10,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
3824974,37ec0950-b5df-4c2c-955d-50ec5fe5ffc5,Sun Aug 07 2016 14:05:24 GMT-0400 (EDT),2016-08-07,2016-08-07 18:05:24 +0000,Eastern Time (US & Canada),4127,kmwinchell,Kristin M. Winchell,2016-08-07 18:43:01 +0000,2017-12-18 14:47:40 +0000,research,,http://www.inaturalist.org/observations/3824974,https://static.inaturalist.org/photos/4472881/medium.jpg,,"",Adult female,2,0,false,3,"1850 SE 17th St, Fort Lauderdale, FL, US",26.1002916667,-80.1221916667,,,,,,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
3832727,a9a16fda-c519-4de8-9b06-82eb279da64f,Mon Aug 08 2016 07:29:01 GMT-0400 (EDT),2016-08-08,2016-08-08 11:29:01 +0000,Eastern Time (US & Canada),4127,kmwinchell,Kristin M. Winchell,2016-08-08 12:10:18 +0000,2018-11-10 18:09:12 +0000,research,,http://www.inaturalist.org/observations/3832727,https://static.inaturalist.org/photos/4483929/medium.jpg,,"",,3,0,false,3,"1950 Eisenhower Blvd, Fort Lauderdale, FL, US",26.1002945,-80.1216138333,,,,,,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
3834182,cfc009d2-9345-46a5-a61b-90bcc82f2931,2013/10/21 6:23 PM EDT,2013-10-21,2013-10-21 22:23:00 +0000,Eastern Time (US & Canada),8917,michiko,Michiko,2016-08-08 16:11:13 +0000,2025-06-24 14:36:07 +0000,research,CC-BY-NC,http://www.inaturalist.org/observations/3834182,https://inaturalist-open-data.s3.amazonaws.com/photos/4486328/medium.jpg,,"",,5,0,false,,"Davie, FL, USA",26.0866056141,-80.2499361471,4,,,,4,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
3842457,e748b04a-0896-4e90-adf0-48c584978930,2016-08-09 9:56:38 AM EDT,2016-08-09,2016-08-09 13:56:38 +0000,Eastern Time (US & Canada),298160,aalphyn,Nora,2016-08-09 13:57:10 +0000,2018-11-10 18:07:51 +0000,research,CC-BY-NC,http://www.inaturalist.org/observations/3842457,https://inaturalist-open-data.s3.amazonaws.com/photos/4498769/medium.jpg,,"",Small lizard on a fence. ,4,0,false,2,United States,26.1389445055,-80.0275215715,56,,,,29891,obscured,open,true,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
3842588,41fc1dc8-a70c-401d-b0df-f02e217b8d8d,2016-08-09 10:16:13 AM EDT,2016-08-09,2016-08-09 14:16:13 +0000,Eastern Time (US & Canada),298160,aalphyn,Nora,2016-08-09 14:16:57 +0000,2018-11-07 18:30:55 +0000,research,CC-BY-NC,http://www.inaturalist.org/observations/3842588,https://inaturalist-open-data.s3.amazonaws.com/photos/4498958/medium.jpg,,"",Small spotted lizard on a fence.,4,0,false,2,United States,26.1985816731,-80.0407535196,23,,,,29891,obscured,open,true,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
3901637,73bb71e7-accd-454a-9cc8-4804073e014d,2016-08-16 7:40:36 PM EDT,2016-08-16,2016-08-16 23:40:36 +0000,Eastern Time (US & Canada),294805,svaha,Amanda,2016-08-16 23:41:51 +0000,2018-11-07 12:52:08 +0000,research,CC-BY-NC,http://www.inaturalist.org/observations/3901637,https://inaturalist-open-data.s3.amazonaws.com/photos/4584951/medium.jpeg,,"",,3,0,false,2,"Broward County, US-FL, US",26.0466705,-80.2532154,23,,,,23,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
3917542,eda09a4e-2713-48aa-8ca9-5a9eb313fc13,2016-08-19 11:53:04 AM EDT,2016-08-19,2016-08-19 15:53:04 +0000,Eastern Time (US & Canada),270178,jlevente,Levente Juhász,2016-08-19 15:54:14 +0000,2018-11-06 19:06:47 +0000,research,CC-BY,http://www.inaturalist.org/observations/3917542,https://inaturalist-open-data.s3.amazonaws.com/photos/4608213/medium.jpeg,,"",,4,0,false,2,"3233 College Avenue Davie, FL 33314",26.0825466699,-80.2384174615,129,,,,129,,open,false,gps,gps,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
4041569,a2598618-bfa0-462b-8816-cb787ea9428a,Mon Sep 05 2016 12:51:06 GMT-0400 (EDT),2016-09-05,2016-09-05 16:51:06 +0000,Eastern Time (US & Canada),322019,vozrozhd,Daniil Davydoff,2016-09-05 18:30:59 +0000,2025-06-24 14:36:58 +0000,research,,http://www.inaturalist.org/observations/4041569,https://static.inaturalist.org/photos/4781839/medium.jpg,,"",Captured with iPhone 6s,3,0,false,3,"1304 Adams St, Hollywood, FL, US",26.0051391044,-80.1326354487,101,,,,101,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
4043692,110b73a5-8286-4943-b602-1e81abb02983,2016/08/07 9:22 AM EDT,2016-08-07,2016-08-07 13:22:00 +0000,Eastern Time (US & Canada),320666,tkoffel,Thomas Koffel,2016-09-05 23:26:42 +0000,2023-07-20 08:59:42 +0000,research,CC-BY,http://www.inaturalist.org/observations/4043692,https://inaturalist-open-data.s3.amazonaws.com/photos/4785096/medium.jpeg,,"Brown Anole, Squamate",                               ,3,0,false,,"Dania Beach, Floride, États-Unis",26.0555280556,-80.112345,,,,,,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
4531185,925f4b72-49b6-4ebf-baa3-13b36abfd6b6,Fri Nov 11 2016 10:54:56 GMT-0500 (EST),2016-11-11,2016-11-11 15:54:56 +0000,Eastern Time (US & Canada),322019,vozrozhd,Daniil Davydoff,2016-11-11 16:04:45 +0000,2018-10-04 18:06:32 +0000,research,,http://www.inaturalist.org/observations/4531185,https://static.inaturalist.org/photos/5489156/medium.jpg,,"",Taken with iphone6,3,0,false,3,"1304 Adams St, Hollywood, FL, US",26.0049583333,-80.1326221667,,,,,,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
4800027,aa12dbd8-ffd2-4f72-9147-1d46d1d8d118,2016-12-20 1:29:05 PM EST,2016-12-20,2016-12-20 18:29:05 +0000,Eastern Time (US & Canada),308448,bonxie,Chris French,2016-12-20 19:33:25 +0000,2018-09-23 14:48:15 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/4800027,https://inaturalist-open-data.s3.amazonaws.com/photos/5852065/medium.jpeg,,"",,4,0,false,2,"605 Northeast 9th Avenue Fort Lauderdale, FL 33304",26.1302776337,-80.1341629028,,,,,,,open,false,gps,gps,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
4895837,9e4c3017-a81f-4291-a93e-f1d37ac1a288,Thu Aug 11 2016 10:37:18 GMT-0400 (EDT),2016-08-11,2016-08-11 14:37:18 +0000,Eastern Time (US & Canada),276756,cjho29,,2017-01-05 00:46:25 +0000,2018-09-21 12:10:11 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/4895837,https://inaturalist-open-data.s3.amazonaws.com/photos/5955434/medium.jpeg,,"",A reptile on a queen palm tree in my backyard. ,4,0,false,3,"16876 SW 5th Way, Weston, FL, US",26.1099763206,-80.3834771544,37,,,,37,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
4920568,67226a3c-6b86-4e33-b1fd-e5abef3ab133,2013/05/23 8:52 AM EDT,2013-05-23,2013-05-23 12:52:00 +0000,Eastern Time (US & Canada),257303,neild,Neil DeMaster,2017-01-10 00:15:04 +0000,2018-09-20 20:16:36 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/4920568,https://inaturalist-open-data.s3.amazonaws.com/photos/5993051/medium.jpg,,"",,3,0,false,,"Barrier Island, Fort Lauderdale, FL, USA",26.1218220901,-80.1022984791,10745,,,,10745,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
4920902,44a5580e-a569-48d9-905d-1d512a23f2ac,2013/05/21 9:55 AM EDT,2013-05-21,2013-05-21 13:55:00 +0000,Eastern Time (US & Canada),257303,neild,Neil DeMaster,2017-01-10 01:11:17 +0000,2017-12-04 14:37:50 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/4920902,https://inaturalist-open-data.s3.amazonaws.com/photos/5993470/medium.jpg,,"",,2,0,false,,"Broward County, FL, USA",26.1132155722,-80.6294851609,38467,,,,38467,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5133661,f9f366c4-fe9d-4654-9bc3-a21ff318f460,2017/02/18 2:30 PM CST,2017-02-18,2017-02-18 20:30:00 +0000,Central Time (US & Canada),87743,bennypoo,Ben Machado,2017-02-19 06:24:07 +0000,2018-09-17 02:06:08 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/5133661,https://inaturalist-open-data.s3.amazonaws.com/photos/6318735/medium.jpeg,,"","Pretty sagrei with an entirely copper head.

About 100 sagrei observed within 1000m of this location. Highly variable coloration between individuals.",3,0,false,,"Broward County, US-FL, US",26.045815,-80.219198,3,,,,3,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5252892,fdb6f308-c478-4eec-93cb-01cfbd1a937e,2016/02/06 6:26 AM EST,2016-02-06,2016-02-06 11:26:00 +0000,Eastern Time (US & Canada),420175,scientificallyriley,,2017-03-08 23:00:21 +0000,2018-09-16 02:13:42 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/5252892,https://inaturalist-open-data.s3.amazonaws.com/photos/6499711/medium.jpeg,,"","These brown anoles are very common here, and this one was enjoying its sunning.",3,0,false,,"480 Sabal Way, Weston, FL 33326, USA",26.1127077,-80.3971711,200,,,,200,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5257772,c67a7a7d-52aa-4378-a71f-22ca86c8d0c0,Thu Mar 09 2017 10:50:06 GMT-0500 (EST),2017-03-09,2017-03-09 15:50:06 +0000,Eastern Time (US & Canada),420656,stellathewiz,"",2017-03-09 15:51:58 +0000,2018-09-16 02:13:22 +0000,research,,https://www.inaturalist.org/observations/5257772,https://static.inaturalist.org/photos/6506126/medium.jpg,,"",Brown helmeted lizards.,4,0,false,3,"Tequesta Trace Middle, Weston, FL, US",26.1050693784,-80.3939072975,5,,,,5,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5258825,ef7a687d-0013-498e-8027-b7867e2e723f,Thu Mar 09 2017 13:20:19 GMT-0500 (EST),2017-03-09,2017-03-09 18:20:19 +0000,Eastern Time (US & Canada),420839,cameron-c,,2017-03-09 18:22:30 +0000,2025-06-24 14:40:52 +0000,research,,https://www.inaturalist.org/observations/5258825,https://static.inaturalist.org/photos/6507496/medium.jpg,,"",,6,1,false,3,"Tequesta Trace Middle, Weston, FL, US",26.1051981664,-80.3939940502,5,,,,5,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5258827,6b0bcb28-dcd0-43ca-9bdb-fea329718fa2,Thu Mar 09 2017 13:22:24 GMT-0500 (EST),2017-03-09,2017-03-09 18:22:24 +0000,Eastern Time (US & Canada),420847,alec-c,,2017-03-09 18:22:47 +0000,2018-10-29 12:32:43 +0000,research,,https://www.inaturalist.org/observations/5258827,https://static.inaturalist.org/photos/6507504/medium.jpg,,"",,3,0,false,3,"Tequesta Trace Middle, Weston, FL, US",26.1051944783,-80.3941409011,5,,,,5,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5258854,99b499d9-3ce9-473c-9325-8f2a5d4b91b5,2017-03-09 13:18:59,2017-03-09,2017-03-09 18:18:59 +0000,Eastern Time (US & Canada),420836,faith2004,,2017-03-09 18:23:43 +0000,2018-09-16 02:12:31 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/5258854,https://inaturalist-open-data.s3.amazonaws.com/photos/6507500/medium.jpeg,,"",Lizard sunbathing in tree.,3,0,false,,"Broward County, US-FL, US",26.1039938885,-80.3902233032,313,,,,313,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5258861,a0158edd-7d82-4562-a2dd-123339de33c7,Thu Mar 09 2017 13:23:01 GMT-0500 (EST),2017-03-09,2017-03-09 18:23:01 +0000,Eastern Time (US & Canada),420843,michael-s21,,2017-03-09 18:23:57 +0000,2018-09-16 02:12:21 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/5258861,https://inaturalist-open-data.s3.amazonaws.com/photos/6507513/medium.jpg,,"",,3,0,false,3,"Tequesta Trace Middle, Weston, FL, US",26.1052698735,-80.3941161745,5,,,,5,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5260913,030de24b-d5ad-47d6-9b3c-dd69345373a6,2017-03-09 4:42:53 PM EST,2017-03-09,2017-03-09 21:42:53 +0000,Eastern Time (US & Canada),420665,roiedahan,Roie Dahan,2017-03-09 22:23:30 +0000,2018-09-13 12:33:48 +0000,research,,https://www.inaturalist.org/observations/5260913,https://static.inaturalist.org/photos/6510697/medium.jpeg,,"","Brown lizard with a whitish head and a camouflage body
Fun Fact: Brown Anoles live from 3-4 years!",3,0,false,2,"237 North New River Circle Sunrise, FL 33326",26.118312687,-80.352721139,172,,,,172,,open,false,gps,gps,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5261045,74ed8a21-0295-45d3-b2d7-9265b6f03d9c,Thu Mar 09 2017 17:25:44 GMT-0500 (EST),2017-03-09,2017-03-09 22:25:44 +0000,Eastern Time (US & Canada),420677,kaiamarante,,2017-03-09 22:27:42 +0000,2018-09-18 19:10:34 +0000,research,,https://www.inaturalist.org/observations/5261045,https://static.inaturalist.org/photos/6510873/medium.jpg,,"",A brown anole lizard found in my driveway.,4,0,false,3,"927 Opal Ter, Weston, FL, US",26.1086987387,-80.3914393684,28,,,,28,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5261261,300251cc-9303-4f9b-8daf-691112102706,Thu Mar 09 2017 17:53:26 GMT-0500 (EST),2017-03-09,2017-03-09 22:53:26 +0000,Eastern Time (US & Canada),420802,optimuspride42069,,2017-03-09 22:58:41 +0000,2017-11-17 14:44:06 +0000,research,,https://www.inaturalist.org/observations/5261261,https://static.inaturalist.org/photos/6511158/medium.jpg,,"",,4,1,false,3,"856 Heritage Dr, Weston, FL, US",26.1288060062,-80.3942869139,5,,,,5,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5262450,ad9f655c-efc2-4d4b-99b7-ab82ab8b004b,Thu Mar 09 2017 20:22:40 GMT-0500 (EST),2017-03-09,2017-03-10 01:22:40 +0000,Eastern Time (US & Canada),420624,mitchells,,2017-03-10 01:23:18 +0000,2025-06-24 14:40:57 +0000,research,,https://www.inaturalist.org/observations/5262450,https://static.inaturalist.org/photos/6512872/medium.jpg,,"",,3,0,false,3,"532 Stonemont Ln, Weston, FL, US",26.122918725,-80.3890452907,5,,,,5,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5262719,a012d2f4-4c50-481f-97d7-4cd1434ca2ce,Thu Mar 09 2017 13:19:06 GMT-0500 (EST),2017-03-09,2017-03-09 18:19:06 +0000,Eastern Time (US & Canada),421110,kaileykat23,,2017-03-10 01:55:46 +0000,2018-10-29 12:34:09 +0000,research,,https://www.inaturalist.org/observations/5262719,https://static.inaturalist.org/photos/6513296/medium.jpg,,"",,3,0,false,3,"Tequesta Trace Middle, Weston, FL, US",26.1050800482,-80.3940706578,22,,,,22,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5275605,ccfc35a6-ca42-467b-8e11-f071f2989b93,Thu Mar 09 2017 12:34:25 GMT-0500 (EST),2017-03-09,2017-03-09 17:34:25 +0000,Eastern Time (US & Canada),421241,alberto232004,,2017-03-10 20:54:14 +0000,2018-09-13 01:30:25 +0000,research,,https://www.inaturalist.org/observations/5275605,https://static.inaturalist.org/photos/6521236/medium.jpg,,"",,3,0,false,3,"Broward County, US-FL, US",26.1050017011,-80.393966004,19,,,,19,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
5299632,43658558-8396-4f18-8462-39e53a222c41,Mon Mar 13 2017 16:08:26 GMT-0400 (EDT),2017-03-13,2017-03-13 20:08:26 +0000,Eastern Time (US & Canada),420856,sophiasheehan,Sophia Sheehan,2017-03-13 20:10:04 +0000,2018-09-12 13:14:15 +0000,research,,https://www.inaturalist.org/observations/5299632,https://static.inaturalist.org/photos/6559688/medium.jpg,,"",,3,0,false,3,"16742 SW 5th Way, Weston, FL, US",26.1100482289,-80.3806911317,5,,,,5,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
